ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0006305	DNA alkylation	6/2067	83/19786	8.771914e-01	1.000000e+00	7.915704e-01	BRCA1/CTCFL/MAEL/TDRD5/FOS/PLD6	  6
BP	GO:0006306	DNA methylation	6/2067	83/19786	8.771914e-01	1.000000e+00	7.915704e-01	BRCA1/CTCFL/MAEL/TDRD5/FOS/PLD6	  6
BP	GO:0002363	alpha-beta T cell lineage commitment	1/2067	19/19786	8.772265e-01	1.000000e+00	7.915704e-01	STAT3	  1
BP	GO:0002902	regulation of B cell apoptotic process	1/2067	19/19786	8.772265e-01	1.000000e+00	7.915704e-01	AURKB	  1
BP	GO:0006544	glycine metabolic process	1/2067	19/19786	8.772265e-01	1.000000e+00	7.915704e-01	AGXT2	  1
BP	GO:0007252	I-kappaB phosphorylation	1/2067	19/19786	8.772265e-01	1.000000e+00	7.915704e-01	TLR2	  1
BP	GO:0007549	dosage compensation	1/2067	19/19786	8.772265e-01	1.000000e+00	7.915704e-01	PCGF5	  1
BP	GO:0009635	response to herbicide	1/2067	19/19786	8.772265e-01	1.000000e+00	7.915704e-01	NEFL	  1
BP	GO:0010612	regulation of cardiac muscle adaptation	1/2067	19/19786	8.772265e-01	1.000000e+00	7.915704e-01	MIR214	  1
BP	GO:0015669	gas transport	1/2067	19/19786	8.772265e-01	1.000000e+00	7.915704e-01	CYGB	  1
BP	GO:0015865	purine nucleotide transport	1/2067	19/19786	8.772265e-01	1.000000e+00	7.915704e-01	GJA1	  1
BP	GO:0032026	response to magnesium ion	1/2067	19/19786	8.772265e-01	1.000000e+00	7.915704e-01	KCNC2	  1
BP	GO:0032495	response to muramyl dipeptide	1/2067	19/19786	8.772265e-01	1.000000e+00	7.915704e-01	JAG1	  1
BP	GO:0033033	negative regulation of myeloid cell apoptotic process	1/2067	19/19786	8.772265e-01	1.000000e+00	7.915704e-01	KITLG	  1
BP	GO:0036166	phenotypic switching	1/2067	19/19786	8.772265e-01	1.000000e+00	7.915704e-01	MIR214	  1
BP	GO:0042368	vitamin D biosynthetic process	1/2067	19/19786	8.772265e-01	1.000000e+00	7.915704e-01	VDR	  1
BP	GO:0043923	positive regulation by host of viral transcription	1/2067	19/19786	8.772265e-01	1.000000e+00	7.915704e-01	LEF1	  1
BP	GO:0050722	regulation of interleukin-1 beta biosynthetic process	1/2067	19/19786	8.772265e-01	1.000000e+00	7.915704e-01	AZU1	  1
BP	GO:0070932	histone H3 deacetylation	1/2067	19/19786	8.772265e-01	1.000000e+00	7.915704e-01	HDAC11	  1
BP	GO:0071871	response to epinephrine	1/2067	19/19786	8.772265e-01	1.000000e+00	7.915704e-01	PDE4D	  1
BP	GO:1903242	regulation of cardiac muscle hypertrophy in response to stress	1/2067	19/19786	8.772265e-01	1.000000e+00	7.915704e-01	MIR214	  1
BP	GO:1903798	regulation of production of miRNAs involved in gene silencing by miRNA	1/2067	19/19786	8.772265e-01	1.000000e+00	7.915704e-01	EGFR	  1
BP	GO:0051817	modification of morphology or physiology of other organism involved in symbiotic interaction	10/2067	129/19786	8.779243e-01	1.000000e+00	7.915704e-01	CD4/CASP8/CLEC4M/SFTPD/LEF1/NTRK3/PTX3/SERPINB9/AZU1/F2	 10
BP	GO:0030101	natural killer cell activation	9/2067	118/19786	8.796833e-01	1.000000e+00	7.915704e-01	PRDM1/CASP8/ELF4/CORO1A/IL18/ITGB2/RASGRP1/GAS6/MICA	  9
BP	GO:0006301	postreplication repair	3/2067	47/19786	8.817125e-01	1.000000e+00	7.915704e-01	BRCA1/DTL/PCLAF	  3
BP	GO:0043124	negative regulation of I-kappaB kinase/NF-kappaB signaling	3/2067	47/19786	8.817125e-01	1.000000e+00	7.915704e-01	TNIP3/CASP8/NR1D1	  3
BP	GO:0032602	chemokine production	8/2067	107/19786	8.822225e-01	1.000000e+00	7.915704e-01	TNFSF4/POSTN/IL33/TLR2/IL18/AIRE/IL6R/AZU1	  8
BP	GO:0097711	ciliary basal body-plasma membrane docking	8/2067	107/19786	8.822225e-01	1.000000e+00	7.915704e-01	NDE1/CEP152/NEK2/CNTRL/TUBA4A/PLK1/TUBA1A/CDK1	  8
BP	GO:0000303	response to superoxide	2/2067	34/19786	8.835879e-01	1.000000e+00	7.915704e-01	BMP7/FBLN5	  2
BP	GO:0006040	amino sugar metabolic process	2/2067	34/19786	8.835879e-01	1.000000e+00	7.915704e-01	NPL/CHST6	  2
BP	GO:0006084	acetyl-CoA metabolic process	2/2067	34/19786	8.835879e-01	1.000000e+00	7.915704e-01	PDK4/PDK3	  2
BP	GO:0031440	regulation of mRNA 3'-end processing	2/2067	34/19786	8.835879e-01	1.000000e+00	7.915704e-01	BARD1/ZFP36L1	  2
BP	GO:0042168	heme metabolic process	2/2067	34/19786	8.835879e-01	1.000000e+00	7.915704e-01	TSPO/AMBP	  2
BP	GO:0043647	inositol phosphate metabolic process	5/2067	72/19786	8.836183e-01	1.000000e+00	7.915704e-01	MIOX/GPER1/PLD4/P2RY1/NUDT11	  5
BP	GO:1901983	regulation of protein acetylation	5/2067	72/19786	8.836183e-01	1.000000e+00	7.915704e-01	BRCA1/RPS6KA5/SOX4/KLF15/GATA2	  5
BP	GO:0031348	negative regulation of defense response	29/2067	336/19786	8.846851e-01	1.000000e+00	7.915704e-01	IGF1/HGF/CALCRL/IRAK3/WFDC1/DHX58/TRIM38/FNDC4/APOA1/TEK/PTGIS/NR1D1/FGL2/DRD2/CD96/SIGLEC11/ADORA1/NPY5R/GPER1/LRFN5/HTRA1/PBK/SERPINB9/PARP14/A2M/CDH5/F2/CR1/MICA	 29
BP	GO:0032648	regulation of interferon-beta production	4/2067	60/19786	8.851746e-01	1.000000e+00	7.915704e-01	TRIM38/IFIH1/TLR2/ZBTB20	  4
BP	GO:0007030	Golgi organization	7/2067	96/19786	8.857738e-01	1.000000e+00	7.915704e-01	EHD3/CIT/SYNE1/RAB30/SPTBN5/CDK1/BHLHA15	  7
BP	GO:1900407	regulation of cellular response to oxidative stress	7/2067	96/19786	8.857738e-01	1.000000e+00	7.915704e-01	HGF/BMP7/WNT1/FBLN5/SLC7A11/GPR37/PYCR1	  7
BP	GO:0140056	organelle localization by membrane tethering	12/2067	153/19786	8.865275e-01	1.000000e+00	7.915704e-01	NDE1/STX1B/CEP152/BVES/NEK2/CNTRL/TUBA4A/STXBP1/PLK1/TUBA1A/CDK1/GRAMD2A	 12
BP	GO:0006637	acyl-CoA metabolic process	8/2067	108/19786	8.881905e-01	1.000000e+00	7.915704e-01	PDK4/DGAT2/PDK3/GCDH/SCD5/ACOT11/ACSL5/ELOVL2	  8
BP	GO:0035383	thioester metabolic process	8/2067	108/19786	8.881905e-01	1.000000e+00	7.915704e-01	PDK4/DGAT2/PDK3/GCDH/SCD5/ACOT11/ACSL5/ELOVL2	  8
BP	GO:0019079	viral genome replication	10/2067	131/19786	8.889761e-01	1.000000e+00	7.915704e-01	APOBEC3H/CLEC4M/CCL2/OAS3/TRIM38/BST2/TOP2A/RSAD2/NFIA/GAS6	 10
BP	GO:0034063	stress granule assembly	1/2067	20/19786	8.900647e-01	1.000000e+00	7.915704e-01	MAPT	  1
BP	GO:0034389	lipid droplet organization	1/2067	20/19786	8.900647e-01	1.000000e+00	7.915704e-01	PLIN5	  1
BP	GO:0043369	CD4-positive or CD8-positive, alpha-beta T cell lineage commitment	1/2067	20/19786	8.900647e-01	1.000000e+00	7.915704e-01	STAT3	  1
BP	GO:0046132	pyrimidine ribonucleoside biosynthetic process	1/2067	20/19786	8.900647e-01	1.000000e+00	7.915704e-01	UPP2	  1
BP	GO:0050720	interleukin-1 beta biosynthetic process	1/2067	20/19786	8.900647e-01	1.000000e+00	7.915704e-01	AZU1	  1
BP	GO:0097734	extracellular exosome biogenesis	1/2067	20/19786	8.900647e-01	1.000000e+00	7.915704e-01	CD34	  1
BP	GO:1904294	positive regulation of ERAD pathway	1/2067	20/19786	8.900647e-01	1.000000e+00	7.915704e-01	CAV1	  1
BP	GO:1905288	vascular associated smooth muscle cell apoptotic process	1/2067	20/19786	8.900647e-01	1.000000e+00	7.915704e-01	IGF1	  1
BP	GO:1905459	regulation of vascular associated smooth muscle cell apoptotic process	1/2067	20/19786	8.900647e-01	1.000000e+00	7.915704e-01	IGF1	  1
BP	GO:1990000	amyloid fibril formation	1/2067	20/19786	8.900647e-01	1.000000e+00	7.915704e-01	MAPT	  1
BP	GO:2000341	regulation of chemokine (C-X-C motif) ligand 2 production	1/2067	20/19786	8.900647e-01	1.000000e+00	7.915704e-01	POSTN	  1
BP	GO:0031050	dsRNA processing	3/2067	48/19786	8.903083e-01	1.000000e+00	7.915704e-01	EGFR/LIN28B/TRIM71	  3
BP	GO:0042073	intraciliary transport	3/2067	48/19786	8.903083e-01	1.000000e+00	7.915704e-01	KIF3C/KIF17/TUB	  3
BP	GO:0051438	regulation of ubiquitin-protein transferase activity	3/2067	48/19786	8.903083e-01	1.000000e+00	7.915704e-01	CDC20B/PLK1/UBE2C	  3
BP	GO:0070918	production of small RNA involved in gene silencing by RNA	3/2067	48/19786	8.903083e-01	1.000000e+00	7.915704e-01	EGFR/LIN28B/TRIM71	  3
BP	GO:0030641	regulation of cellular pH	5/2067	73/19786	8.906735e-01	1.000000e+00	7.915704e-01	AVP/ATP6V0A4/TCIRG1/ATP6V1B1/RAB38	  5
BP	GO:0009913	epidermal cell differentiation	36/2067	412/19786	8.924300e-01	1.000000e+00	7.915704e-01	MCOLN3/TP63/FOSL2/FGFR1/JAG1/FA2H/FOXN1/GLI1/VDR/RIPOR2/MYCL/SRSF6/BCL11B/ZFP36/KRT17/DSC2/DSG1/DSC3/DSC1/ANXA1/CTSV/MYO7A/S100A7/UGCG/CD109/RUNX1/AQP3/KLK5/EVPL/KRT19/PKP3/ZFP36L1/POU3F1/PTCH1/KAZN/DLL1	 36
BP	GO:0031529	ruffle organization	4/2067	61/19786	8.927364e-01	1.000000e+00	7.915704e-01	ICAM1/CAV1/COBL/EPS8L2	  4
BP	GO:0000305	response to oxygen radical	2/2067	35/19786	8.933161e-01	1.000000e+00	7.915704e-01	BMP7/FBLN5	  2
BP	GO:0006921	cellular component disassembly involved in execution phase of apoptosis	2/2067	35/19786	8.933161e-01	1.000000e+00	7.915704e-01	TOP2A/GPER1	  2
BP	GO:0016242	negative regulation of macroautophagy	2/2067	35/19786	8.933161e-01	1.000000e+00	7.915704e-01	FEZ1/NUPR1	  2
BP	GO:0046471	phosphatidylglycerol metabolic process	2/2067	35/19786	8.933161e-01	1.000000e+00	7.915704e-01	PLA2G4A/PLA2G4F	  2
BP	GO:0051354	negative regulation of oxidoreductase activity	2/2067	35/19786	8.933161e-01	1.000000e+00	7.915704e-01	CAV1/CNR1	  2
BP	GO:0052312	modulation of transcription in other organism involved in symbiotic interaction	2/2067	35/19786	8.933161e-01	1.000000e+00	7.915704e-01	LEF1/NTRK3	  2
BP	GO:2000406	positive regulation of T cell migration	2/2067	35/19786	8.933161e-01	1.000000e+00	7.915704e-01	CXCL12/S100A7	  2
BP	GO:0071706	tumor necrosis factor superfamily cytokine production	17/2067	210/19786	8.947742e-01	1.000000e+00	7.915704e-01	IGF1/IRAK3/TSPO/IL27RA/IFIH1/TNFRSF8/ZFP36/AKAP12/GPNMB/TLR2/PIK3R1/FZD5/AZU1/RASGRP1/CD34/ZBTB20/GAS6	 17
BP	GO:1903320	regulation of protein modification by small protein conjugation or removal	20/2067	243/19786	8.961552e-01	1.000000e+00	7.915704e-01	BRCA1/BIRC3/CAPN3/TSPO/CAV1/SEPTIN4/IVNS1ABP/SOX4/DYSF/PRICKLE1/FANCI/SH3RF2/CDC20B/PLK1/FAM107A/PRKCE/UBE2C/SPSB4/ADGRB1/AMER1	 20
BP	GO:0034341	response to interferon-gamma	25/2067	297/19786	8.968512e-01	1.000000e+00	7.915704e-01	NOS2/WAS/CD44/SP100/EDN1/ICAM1/MID1/CCL2/OAS3/TRIM38/GBP1/BST2/TRIM22/STXBP1/TLR2/IRF8/NCAM1/CXCL16/VCAM1/AQP4/PARP14/SOCS1/UBD/IFI30/RAB7B	 25
BP	GO:0006766	vitamin metabolic process	11/2067	144/19786	8.974626e-01	1.000000e+00	7.915704e-01	FGFR1/SLC52A3/VDR/RDH10/LRAT/ALDH1A2/ALDH1L2/CYP11A1/ALDH1L1/SLC23A1/ENPP1	 11
BP	GO:0002483	antigen processing and presentation of endogenous peptide antigen	3/2067	49/19786	8.983400e-01	1.000000e+00	7.915704e-01	HFE/ERAP2/TAP1	  3
BP	GO:0002639	positive regulation of immunoglobulin production	3/2067	49/19786	8.983400e-01	1.000000e+00	7.915704e-01	TNFSF4/IL33/ATAD5	  3
BP	GO:0006221	pyrimidine nucleotide biosynthetic process	3/2067	49/19786	8.983400e-01	1.000000e+00	7.915704e-01	UPP2/AK5/AGPAT2	  3
BP	GO:0006509	membrane protein ectodomain proteolysis	3/2067	49/19786	8.983400e-01	1.000000e+00	7.915704e-01	TIMP3/ADRA2A/BACE2	  3
BP	GO:0032692	negative regulation of interleukin-1 production	3/2067	49/19786	8.983400e-01	1.000000e+00	7.915704e-01	IGF1/APOA1/GAS6	  3
BP	GO:0060251	regulation of glial cell proliferation	3/2067	49/19786	8.983400e-01	1.000000e+00	7.915704e-01	TSPO/E2F1/PTN	  3
BP	GO:0001959	regulation of cytokine-mediated signaling pathway	16/2067	200/19786	8.987406e-01	1.000000e+00	7.915704e-01	BIRC3/CASP8/EDN1/IRAK3/CAV1/IL1R1/PADI2/APOA1/CCDC3/RUNX1/SYK/AGPAT2/PARP14/GAS6/SOCS1/PALM3	 16
BP	GO:1901796	regulation of signal transduction by p53 class mediator	16/2067	200/19786	8.987406e-01	1.000000e+00	7.915704e-01	BRCA1/CD44/TP63/TPX2/CHD5/BRIP1/DNA2/BARD1/MSX1/WRN/SPRED1/EXO1/ATAD5/HIC1/AURKB/BLM	 16
BP	GO:2001251	negative regulation of chromosome organization	10/2067	133/19786	8.991912e-01	1.000000e+00	7.915704e-01	BRCA1/NDC80/TTK/CENPF/TOP2A/ESPL1/HMGA1/PIF1/PLK1/AURKB	 10
BP	GO:0043966	histone H3 acetylation	4/2067	62/19786	8.998575e-01	1.000000e+00	7.915704e-01	BRCA1/JADE3/LEF1/BRCA2	  4
BP	GO:0046165	alcohol biosynthetic process	12/2067	156/19786	9.008066e-01	1.000000e+00	7.915704e-01	NPC1L1/SREBF1/APOB/VDR/BMP5/FGF1/PCK1/BMP2/HMGCS2/WNT4/GPER1/P2RY1	 12
BP	GO:0016050	vesicle organization	26/2067	309/19786	9.012130e-01	1.000000e+00	7.915704e-01	SYT7/TRIM9/SRPX/CORO1A/RAB3A/CAV1/CTSC/RAB38/SYT4/ANXA1/DYSF/TBC1D4/STXBP1/MYO7A/KNL1/NKD2/CLTRN/GRIA1/TAP1/STXBP6/CD34/ALS2CL/SLC2A4/SERPINA1/S100A10/SAMD9	 26
BP	GO:0006644	phospholipid metabolic process	40/2067	457/19786	9.013424e-01	1.000000e+00	7.915704e-01	FGFR3/ADGRF5/EPHA8/EFR3B/PITPNM3/PIK3IP1/DDHD1/FLT1/PLA2G4C/CCKBR/PLA2G4A/APOA1/PIGZ/TEK/PLBD1/RAB38/APOC1/ANGPTL3/PDGFRA/AGAP2/HTR2B/ENPP2/PLA2G12B/GATA6/PIK3R1/DGKE/ALPI/SERINC5/LIPC/PIP5KL1/SERINC2/PLA2G4F/IRS1/PCSK9/AGPAT2/PLD6/ENPP7/TNFAIP8L3/SOCS1/PCYT2	 40
BP	GO:0002320	lymphoid progenitor cell differentiation	1/2067	21/19786	9.015610e-01	1.000000e+00	7.915704e-01	SOX4	  1
BP	GO:0002664	regulation of T cell tolerance induction	1/2067	21/19786	9.015610e-01	1.000000e+00	7.915704e-01	TGFBR2	  1
BP	GO:0007289	spermatid nucleus differentiation	1/2067	21/19786	9.015610e-01	1.000000e+00	7.915704e-01	CHD5	  1
BP	GO:0009226	nucleotide-sugar biosynthetic process	1/2067	21/19786	9.015610e-01	1.000000e+00	7.915704e-01	UGDH	  1
BP	GO:0010042	response to manganese ion	1/2067	21/19786	9.015610e-01	1.000000e+00	7.915704e-01	TSPO	  1
BP	GO:0016024	CDP-diacylglycerol biosynthetic process	1/2067	21/19786	9.015610e-01	1.000000e+00	7.915704e-01	AGPAT2	  1
BP	GO:0031935	regulation of chromatin silencing	1/2067	21/19786	9.015610e-01	1.000000e+00	7.915704e-01	HMGA1	  1
BP	GO:0032516	positive regulation of phosphoprotein phosphatase activity	1/2067	21/19786	9.015610e-01	1.000000e+00	7.915704e-01	AGTR2	  1
BP	GO:0034311	diol metabolic process	1/2067	21/19786	9.015610e-01	1.000000e+00	7.915704e-01	SGPP2	  1
BP	GO:0036499	PERK-mediated unfolded protein response	1/2067	21/19786	9.015610e-01	1.000000e+00	7.915704e-01	CCL2	  1
BP	GO:0045360	regulation of interleukin-1 biosynthetic process	1/2067	21/19786	9.015610e-01	1.000000e+00	7.915704e-01	AZU1	  1
BP	GO:0051156	glucose 6-phosphate metabolic process	1/2067	21/19786	9.015610e-01	1.000000e+00	7.915704e-01	RBKS	  1
BP	GO:0051571	positive regulation of histone H3-K4 methylation	1/2067	21/19786	9.015610e-01	1.000000e+00	7.915704e-01	BRCA1	  1
BP	GO:0051895	negative regulation of focal adhesion assembly	1/2067	21/19786	9.015610e-01	1.000000e+00	7.915704e-01	FAM107A	  1
BP	GO:0051904	pigment granule transport	1/2067	21/19786	9.015610e-01	1.000000e+00	7.915704e-01	MYO7A	  1
BP	GO:0070920	regulation of production of small RNA involved in gene silencing by RNA	1/2067	21/19786	9.015610e-01	1.000000e+00	7.915704e-01	EGFR	  1
BP	GO:0071801	regulation of podosome assembly	1/2067	21/19786	9.015610e-01	1.000000e+00	7.915704e-01	LCP1	  1
BP	GO:0090370	negative regulation of cholesterol efflux	1/2067	21/19786	9.015610e-01	1.000000e+00	7.915704e-01	EGF	  1
BP	GO:1901984	negative regulation of protein acetylation	1/2067	21/19786	9.015610e-01	1.000000e+00	7.915704e-01	KLF15	  1
BP	GO:0000413	protein peptidyl-prolyl isomerization	2/2067	36/19786	9.022834e-01	1.000000e+00	7.915704e-01	FKBP7/PPIF	  2
BP	GO:0032212	positive regulation of telomere maintenance via telomerase	2/2067	36/19786	9.022834e-01	1.000000e+00	7.915704e-01	NEK2/AURKB	  2
BP	GO:0045070	positive regulation of viral genome replication	2/2067	36/19786	9.022834e-01	1.000000e+00	7.915704e-01	TRIM38/TOP2A	  2
BP	GO:0061077	chaperone-mediated protein folding	2/2067	36/19786	9.022834e-01	1.000000e+00	7.915704e-01	HSPB6/CRTAP	  2
BP	GO:1901797	negative regulation of signal transduction by p53 class mediator	2/2067	36/19786	9.022834e-01	1.000000e+00	7.915704e-01	CD44/ATAD5	  2
BP	GO:1901998	toxin transport	2/2067	36/19786	9.022834e-01	1.000000e+00	7.915704e-01	HRH2/BNIP3	  2
BP	GO:0033157	regulation of intracellular protein transport	19/2067	234/19786	9.031215e-01	1.000000e+00	7.915704e-01	TENM1/SP100/SREBF1/GTSE1/GLI3/ECT2/HPCA/RAC2/LCP1/BARD1/PIK3R1/ZIC1/ITGB2/FZD5/PKIA/AGTR2/GAS6/SLC51B/SIAH3	 19
BP	GO:0031663	lipopolysaccharide-mediated signaling pathway	5/2067	75/19786	9.036832e-01	1.000000e+00	7.915704e-01	CCL2/TLR2/IL18/PRKCE/TRIB1	  5
BP	GO:0032722	positive regulation of chemokine production	5/2067	75/19786	9.036832e-01	1.000000e+00	7.915704e-01	POSTN/IL33/TLR2/IL6R/AZU1	  5
BP	GO:0098754	detoxification	10/2067	134/19786	9.039981e-01	1.000000e+00	7.915704e-01	MGST1/ABCC2/PTGS1/BMP7/ABCG2/EPX/FBLN5/CYGB/FABP1/MARC1	 10
BP	GO:0000731	DNA synthesis involved in DNA repair	3/2067	50/19786	9.058378e-01	1.000000e+00	7.915704e-01	DTL/WRN/PCLAF	  3
BP	GO:0090224	regulation of spindle organization	3/2067	50/19786	9.058378e-01	1.000000e+00	7.915704e-01	TACC3/TPX2/PLK1	  3
BP	GO:0051053	negative regulation of DNA metabolic process	11/2067	146/19786	9.066786e-01	1.000000e+00	7.915704e-01	POLQ/CDC6/BRCA2/PIF1/GJA1/GPER1/SLFN11/ENPP7/PARPBP/BLM/BMPR2	 11
BP	GO:1903362	regulation of cellular protein catabolic process	21/2067	257/19786	9.074441e-01	1.000000e+00	7.915704e-01	HFE/LAMP3/CAV1/CTSC/WNT1/RFPL1/RNF128/IL33/EGF/PRICKLE1/NKD2/SH3RF2/DACT1/PLK1/PBK/PCSK9/TRIB1/NUPR1/AMER1/CEBPA/ECSCR	 21
BP	GO:0007569	cell aging	13/2067	169/19786	9.083229e-01	1.000000e+00	7.915704e-01	TP63/ICAM1/SERPINE1/FOXM1/AKT3/WNT1/HMGA1/BRCA2/WRN/CDK1/PRELP/MME/MIR22	 13
BP	GO:0006695	cholesterol biosynthetic process	5/2067	76/19786	9.096667e-01	1.000000e+00	7.915704e-01	NPC1L1/SREBF1/APOB/FGF1/HMGCS2	  5
BP	GO:1902653	secondary alcohol biosynthetic process	5/2067	76/19786	9.096667e-01	1.000000e+00	7.915704e-01	NPC1L1/SREBF1/APOB/FGF1/HMGCS2	  5
BP	GO:0007131	reciprocal meiotic recombination	2/2067	37/19786	9.105425e-01	1.000000e+00	7.915704e-01	BRIP1/MEIOB	  2
BP	GO:0007603	phototransduction, visible light	2/2067	37/19786	9.105425e-01	1.000000e+00	7.915704e-01	PDE6B/ABCA4	  2
BP	GO:0010669	epithelial structure maintenance	2/2067	37/19786	9.105425e-01	1.000000e+00	7.915704e-01	SOX9/LDB2	  2
BP	GO:0072665	protein localization to vacuole	2/2067	37/19786	9.105425e-01	1.000000e+00	7.915704e-01	GBP1/RNF128	  2
BP	GO:1902235	regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	2/2067	37/19786	9.105425e-01	1.000000e+00	7.915704e-01	CREB3L1/RNF183	  2
BP	GO:0051262	protein tetramerization	14/2067	181/19786	9.114187e-01	1.000000e+00	7.915704e-01	ME1/TP63/TRPM3/TRPA1/ACADL/ALDH1A2/KCNC3/TDO2/CDA/TK1/RRM2/AQP4/GRIN1/S100A10	 14
BP	GO:0006541	glutamine metabolic process	1/2067	22/19786	9.118556e-01	1.000000e+00	7.915704e-01	GLYATL1	  1
BP	GO:0009081	branched-chain amino acid metabolic process	1/2067	22/19786	9.118556e-01	1.000000e+00	7.915704e-01	ALDH6A1	  1
BP	GO:0009083	branched-chain amino acid catabolic process	1/2067	22/19786	9.118556e-01	1.000000e+00	7.915704e-01	ALDH6A1	  1
BP	GO:0009642	response to light intensity	1/2067	22/19786	9.118556e-01	1.000000e+00	7.915704e-01	KCNC2	  1
BP	GO:0009648	photoperiodism	1/2067	22/19786	9.118556e-01	1.000000e+00	7.915704e-01	BHLHE40	  1
BP	GO:0014744	positive regulation of muscle adaptation	1/2067	22/19786	9.118556e-01	1.000000e+00	7.915704e-01	MIR214	  1
BP	GO:0018195	peptidyl-arginine modification	1/2067	22/19786	9.118556e-01	1.000000e+00	7.915704e-01	PADI2	  1
BP	GO:0031665	negative regulation of lipopolysaccharide-mediated signaling pathway	1/2067	22/19786	9.118556e-01	1.000000e+00	7.915704e-01	TRIB1	  1
BP	GO:0032042	mitochondrial DNA metabolic process	1/2067	22/19786	9.118556e-01	1.000000e+00	7.915704e-01	DNA2	  1
BP	GO:0032594	protein transport within lipid bilayer	1/2067	22/19786	9.118556e-01	1.000000e+00	7.915704e-01	RILPL2	  1
BP	GO:0032727	positive regulation of interferon-alpha production	1/2067	22/19786	9.118556e-01	1.000000e+00	7.915704e-01	IFIH1	  1
BP	GO:0033233	regulation of protein sumoylation	1/2067	22/19786	9.118556e-01	1.000000e+00	7.915704e-01	CAPN3	  1
BP	GO:0036010	protein localization to endosome	1/2067	22/19786	9.118556e-01	1.000000e+00	7.915704e-01	EGF	  1
BP	GO:0042222	interleukin-1 biosynthetic process	1/2067	22/19786	9.118556e-01	1.000000e+00	7.915704e-01	AZU1	  1
BP	GO:0042362	fat-soluble vitamin biosynthetic process	1/2067	22/19786	9.118556e-01	1.000000e+00	7.915704e-01	VDR	  1
BP	GO:0042994	cytoplasmic sequestering of transcription factor	1/2067	22/19786	9.118556e-01	1.000000e+00	7.915704e-01	MDFI	  1
BP	GO:0043984	histone H4-K16 acetylation	1/2067	22/19786	9.118556e-01	1.000000e+00	7.915704e-01	BRCA1	  1
BP	GO:0046341	CDP-diacylglycerol metabolic process	1/2067	22/19786	9.118556e-01	1.000000e+00	7.915704e-01	AGPAT2	  1
BP	GO:0046835	carbohydrate phosphorylation	1/2067	22/19786	9.118556e-01	1.000000e+00	7.915704e-01	PFKFB3	  1
BP	GO:0051905	establishment of pigment granule localization	1/2067	22/19786	9.118556e-01	1.000000e+00	7.915704e-01	MYO7A	  1
BP	GO:0072567	chemokine (C-X-C motif) ligand 2 production	1/2067	22/19786	9.118556e-01	1.000000e+00	7.915704e-01	POSTN	  1
BP	GO:0090312	positive regulation of protein deacetylation	1/2067	22/19786	9.118556e-01	1.000000e+00	7.915704e-01	SREBF1	  1
BP	GO:0099116	tRNA 5'-end processing	1/2067	22/19786	9.118556e-01	1.000000e+00	7.915704e-01	RPP25	  1
BP	GO:0140112	extracellular vesicle biogenesis	1/2067	22/19786	9.118556e-01	1.000000e+00	7.915704e-01	CD34	  1
BP	GO:1903392	negative regulation of adherens junction organization	1/2067	22/19786	9.118556e-01	1.000000e+00	7.915704e-01	FAM107A	  1
BP	GO:1905203	regulation of connective tissue replacement	1/2067	22/19786	9.118556e-01	1.000000e+00	7.915704e-01	MIR214	  1
BP	GO:1905515	non-motile cilium assembly	3/2067	51/19786	9.128312e-01	1.000000e+00	7.915704e-01	MAK/POC1A/HAP1	  3
BP	GO:0002437	inflammatory response to antigenic stimulus	4/2067	64/19786	9.128578e-01	1.000000e+00	7.915704e-01	ICAM1/CNR1/NPY5R/RASGRP1	  4
BP	GO:0002534	cytokine production involved in inflammatory response	4/2067	64/19786	9.128578e-01	1.000000e+00	7.915704e-01	NOS2/CD96/IL17D/F2	  4
BP	GO:0032757	positive regulation of interleukin-8 production	4/2067	64/19786	9.128578e-01	1.000000e+00	7.915704e-01	SERPINE1/TLR2/AFAP1L2/IL17D	  4
BP	GO:0046128	purine ribonucleoside metabolic process	4/2067	64/19786	9.128578e-01	1.000000e+00	7.915704e-01	DLG2/AK4/CARD11/PNP	  4
BP	GO:0046686	response to cadmium ion	4/2067	64/19786	9.128578e-01	1.000000e+00	7.915704e-01	EGFR/CDK1/FOS/MT1F	  4
BP	GO:0051170	import into nucleus	10/2067	136/19786	9.130376e-01	1.000000e+00	7.915704e-01	GLI3/ECT2/AGT/PRICKLE1/PIK3R1/ZIC1/SYK/STAT3/PKIA/AGTR2	 10
BP	GO:0090316	positive regulation of intracellular protein transport	12/2067	159/19786	9.135686e-01	1.000000e+00	7.915704e-01	TENM1/GTSE1/GLI3/ECT2/HPCA/RAC2/PIK3R1/ZIC1/ITGB2/FZD5/GAS6/SLC51B	 12
BP	GO:0032006	regulation of TOR signaling	7/2067	101/19786	9.136830e-01	1.000000e+00	7.915704e-01	FAM83D/AKT3/SESN3/DEPTOR/DDIT4/GAS6/RELN	  7
BP	GO:0006310	DNA recombination	21/2067	259/19786	9.140139e-01	1.000000e+00	7.915704e-01	BRCA1/WAS/RAD51/POLQ/IL27RA/RAD51AP1/TNFSF4/BCL11B/TEX15/BRIP1/LEF1/BRCA2/PIF1/MMS22L/MEIOB/WRN/EXO1/ATAD5/PARPBP/XRCC2/BLM	 21
